FONTE,PRODUÇÃO,IMPORTAÇÃO,ANO
 OUTRAS FONTES PRIMÁRIAS ,2011.5824639706152,0,1989
 ENERGIA PRIMÁRIA TOTAL ,110981.60440419862,37505.546688,1989
 ÓLEO DIESEL ,0,851.3788920000001,1989
 ÓLEO COMBUSTIVEL ,0,1017.8766017839446,1989
 GASOLINA ,0,2.239290403587444,1989
 GLP ,0,1420.192210741688,1989
 NAFTA ,0,122.80731569285084,1989
 QUEROSENE ,0,29.019254283137965,1989
 GÁS DE CIDADE E DE COQUERIA ,0,0,1989
 COQUE DE CARVÃO MINERAL ,0,862.844724,1989
 URÂNIO CONTIDO NO UO2,0,0,1989
 ELETRICIDADE,0,2030.8899999999999,1989
 CARVÃO VEGETAL ,0,0,1989
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1989
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,1989
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,117.13165860608736,1989
 ALCATRÃO ,0,0,1989
 ENERGIA SECUNDÁRIA TOTAL ,0,6454.3799475112955,1989
 TOTAL  ,110981.60440419862,43959.9266355113,1989
CONTA,PRODUÇÃO,IMPORTAÇÃO,1988
 PETRÓLEO ,28447.669598000004,32796.402910000004,1988
 GÁS NATURAL ,6005.4138732,0,1988
 CARVÃO VAPOR ,2492.4476220000006,0,1988
 CARVÃO METALÚRGICO ,788.7023928,6865.932528,1988
 URÂNIO U3O8 ,182.50289999999995,0,1988
 ENERGIA HIDRÁULICA ,17121.998,0,1988
 LENHA ,32565.178716000006,0,1988
 PRODUTOS DA CANA ,19031.5025797092,0,1988
 OUTRAS FONTES PRIMÁRIAS ,2013.5298050968518,0,1988
 ENERGIA PRIMÁRIA TOTAL ,108648.94548680606,39662.335438,1988
 ÓLEO DIESEL ,0,476.80951770582794,1988
 ÓLEO COMBUSTIVEL ,0,1752.0672,1988
 GASOLINA ,0,5.370806098654708,1988
 GLP ,0,1479.5709548936172,1988
 NAFTA ,0,73.09887211267605,1988
 QUEROSENE ,0,28.813475675675672,1988
 GÁS DE CIDADE E DE COQUERIA ,0,0,1988
 COQUE DE CARVÃO MINERAL ,0,585.575676,1988
 URÂNIO CONTIDO NO UO2,0,0,1988
 ELETRICIDADE,0,1543.7859999999998,1988
 CARVÃO VEGETAL ,0,0,1988
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1988
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,1988
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,82.76823686486487,1988
 ALCATRÃO ,0,0,1988
 ENERGIA SECUNDÁRIA TOTAL ,0,6027.860739351317,1988
 TOTAL  ,108648.94548680606,45690.19617735132,1988
CONTA,PRODUÇÃO,IMPORTAÇÃO,1987
 PETRÓLEO ,29103.893369999998,31810.469459999997,1987
 GÁS NATURAL ,5738.2367868,0,1987
 CARVÃO VAPOR ,2377.32369,0,1987
 CARVÃO METALÚRGICO ,635.9675112,7145.54064,1987
 URÂNIO U3O8 ,1151.4919084999997,0,1987
 ENERGIA HIDRÁULICA ,15961.599999999999,0,1987
 LENHA ,32776.824024,0,1987
 PRODUTOS DA CANA ,20771.6000981748,0,1987
 OUTRAS FONTES PRIMÁRIAS ,1871.2662101740157,0,1987
 ENERGIA PRIMÁRIA TOTAL ,110388.2035988488,38956.0101,1987
 ÓLEO DIESEL ,0,502.92057600000004,1987
 ÓLEO COMBUSTIVEL ,0,861.21792,1987
 GASOLINA ,0,8.250946917829443,1987
 GLP ,0,856.4722758620688,1987
 NAFTA ,0,34.14123226090789,1987
 QUEROSENE ,0,0,1987
 GÁS DE CIDADE E DE COQUERIA ,0,0,1987
 COQUE DE CARVÃO MINERAL ,0,499.360176,1987
 URÂNIO CONTIDO NO UO2,0,0,1987
 ELETRICIDADE,0,1445.918,1987
 CARVÃO VEGETAL ,0,0,1987
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1987
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,1987
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,67.14287999999999,1987
 ALCATRÃO ,0,0,1987
 ENERGIA SECUNDÁRIA TOTAL ,0,4275.424007040807,1987
 TOTAL  ,110388.2035988488,43231.434107040805,1987
CONTA,PRODUÇÃO,IMPORTAÇÃO,1986
 PETRÓLEO ,29432.796,30915.074159999996,1986
 GÁS NATURAL ,5643.9395208,0,1986
 CARVÃO VAPOR ,2491.173132,0,1986
 CARVÃO METALÚRGICO ,853.5184559999999,6244.581168000001,1986
 URÂNIO U3O8 ,365.0057999999999,0,1986
 ENERGIA HIDRÁULICA ,15688.034,0,1986
 LENHA ,32765.978364000006,0,1986
 PRODUTOS DA CANA ,17256.551752146,0,1986
 OUTRAS FONTES PRIMÁRIAS ,1777.2799283438067,0,1986
 ENERGIA PRIMÁRIA TOTAL ,106274.27695328981,37159.65532799999,1986
 ÓLEO DIESEL ,0,712.4295769842739,1986
 ÓLEO COMBUSTIVEL ,0,354.98078563106793,1986
 GASOLINA ,0,100.52130063544587,1986
 GLP ,0,671.6091296938775,1986
 NAFTA ,0,3.0457560000000004,1986
 QUEROSENE ,0,38.05443162454875,1986
 GÁS DE CIDADE E DE COQUERIA ,0,0,1986
 COQUE DE CARVÃO MINERAL ,0,64.144332,1986
 URÂNIO CONTIDO NO UO2,0,0,1986
 ELETRICIDADE,0,885.886,1986
 CARVÃO VEGETAL ,0,0,1986
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1986
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,13.0884,1986
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,55.64013,1986
 ALCATRÃO ,0,0,1986
 ENERGIA SECUNDÁRIA TOTAL ,0,2899.3998425692143,1986
 TOTAL  ,106274.27695328981,40059.055170569205,1986
CONTA,PRODUÇÃO,IMPORTAÇÃO,1985
 PETRÓLEO ,28079.55381,28007.827419,1985
 GÁS NATURAL ,5426.5595076,0,1985
 CARVÃO VAPOR ,2620.1965020000002,0,1985
 CARVÃO METALÚRGICO ,902.9326824,5953.877496,1985
 URÂNIO U3O8 ,1010.8632849999998,0,1985
 ENERGIA HIDRÁULICA ,15340.249999999998,0,1985
 LENHA ,32924.944752,0,1985
 PRODUTOS DA CANA ,19107.7157122572,0,1985
 OUTRAS FONTES PRIMÁRIAS ,1588.768746220973,0,1985
 ENERGIA PRIMÁRIA TOTAL ,107001.78499747817,33961.704915,1985
 ÓLEO DIESEL ,0,371.2997726001864,1985
 ÓLEO COMBUSTIVEL ,0,223.98246,1985
 GASOLINA ,0,166.92766600673747,1985
 GLP ,0,541.317158056266,1985
 NAFTA ,0,33.92742857142857,1985
 QUEROSENE ,0,37.7055,1985
 GÁS DE CIDADE E DE COQUERIA ,0,0,1985
 COQUE DE CARVÃO MINERAL ,0,66.903228,1985
 URÂNIO CONTIDO NO UO2,0,0,1985
 ELETRICIDADE,0,164.94799999999998,1985
 CARVÃO VEGETAL ,0,0,1985
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1985
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,72.42248000000001,1985
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,138.097421,1985
 ALCATRÃO ,0,0,1985
 ENERGIA SECUNDÁRIA TOTAL ,0,1817.5311142346184,1985
 TOTAL  ,107001.78499747817,35779.23602923462,1985
CONTA,PRODUÇÃO,IMPORTAÇÃO,1984
 PETRÓLEO ,23711.531847,33387.328143,1984
 GÁS NATURAL ,4865.7389256,0,1984
 CARVÃO VAPOR ,2656.606932,0,1984
 CARVÃO METALÚRGICO ,836.1913896,5603.997504,1984
 URÂNIO U3O8 ,1399.1888999999996,0,1984
 ENERGIA HIDRÁULICA ,14326.998,0,1984
 LENHA ,33339.558840000005,0,1984
 PRODUTOS DA CANA ,16792.9178679108,0,1984
 OUTRAS FONTES PRIMÁRIAS ,1429.2546597883438,0,1984
 ENERGIA PRIMÁRIA TOTAL ,99357.98736189916,38991.325647,1984
 ÓLEO DIESEL ,0,1.7424019944598335,1984
 ÓLEO COMBUSTIVEL ,0,129.99129313432834,1984
 GASOLINA ,0,62.92553633952255,1984
 GLP ,0,276.0913381074169,1984
 NAFTA ,0,3.7697142857142856,1984
 QUEROSENE ,0,0,1984
 GÁS DE CIDADE E DE COQUERIA ,0,0,1984
 COQUE DE CARVÃO MINERAL ,0,41.38344,1984
 URÂNIO CONTIDO NO UO2,0,0,1984
 ELETRICIDADE,0,1.2899999999999998,1984
 CARVÃO VEGETAL ,0,0,1984
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1984
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,86.580354,1984
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,56.542272,1984
 ALCATRÃO ,0,0,1984
 ENERGIA SECUNDÁRIA TOTAL ,0,660.3163498614418,1984
 TOTAL  ,99357.98736189916,39651.64199686144,1984
CONTA,PRODUÇÃO,IMPORTAÇÃO,1983
 PETRÓLEO ,16910.556693,37389.460833,1983
 GÁS NATURAL ,3983.3150364,0,1983
 CARVÃO VAPOR ,2355.2875080000003,0,1983
 CARVÃO METALÚRGICO ,751.4812872,4038.044136,1983
 URÂNIO U3O8 ,2311.7033999999994,0,1983
 ENERGIA HIDRÁULICA ,13026.849999999999,0,1983
 LENHA ,30233.361816000004,0,1983
 PRODUTOS DA CANA ,15455.228711689198,0,1983
 OUTRAS FONTES PRIMÁRIAS ,1196.6910465992157,0,1983
 ENERGIA PRIMÁRIA TOTAL ,86224.47549888841,41427.504968999994,1983
 ÓLEO DIESEL ,0,233.87077795013852,1983
 ÓLEO COMBUSTIVEL ,0,399.65467164179114,1983
 GASOLINA ,0,67.47437029177719,1983
 GLP ,0,541.0399764705883,1983
 NAFTA ,0,3.7697142857142856,1983
 QUEROSENE ,0,0,1983
 GÁS DE CIDADE E DE COQUERIA ,0,0,1983
 COQUE DE CARVÃO MINERAL ,0,154.498176,1983
 URÂNIO CONTIDO NO UO2,0,0,1983
 ELETRICIDADE,0,0.172,1983
 CARVÃO VEGETAL ,0,0,1983
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1983
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,9.718202999999999,1983
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,90.114246,1983
 ALCATRÃO ,0,0,1983
 ENERGIA SECUNDÁRIA TOTAL ,0,1500.3121356400095,1983
 TOTAL  ,86224.47549888841,42927.81710464,1983
CONTA,PRODUÇÃO,IMPORTAÇÃO,1982
 PETRÓLEO ,13338.139360000001,40944.019172,1982
 GÁS NATURAL ,3007.586484,0,1982
 CARVÃO VAPOR ,2193.8870940000006,0,1982
 CARVÃO METALÚRGICO ,730.9455048,3032.7864,1982
 URÂNIO U3O8 ,2899.7682999999993,0,1982
 ENERGIA HIDRÁULICA ,12137.351999999999,0,1982
 LENHA ,29108.821812000006,0,1982
 PRODUTOS DA CANA ,12139.967715741599,0,1982
 OUTRAS FONTES PRIMÁRIAS ,1169.6721537735095,0,1982
 ENERGIA PRIMÁRIA TOTAL ,76726.14042431512,43976.805572,1982
 ÓLEO DIESEL ,0,206.77551116022101,1982
 ÓLEO COMBUSTIVEL ,0,2067.160935145631,1982
 GASOLINA ,0,66.88917524663675,1982
 GLP ,0,852.5504977099234,1982
 NAFTA ,0,1.467529411764706,1982
 QUEROSENE ,0,0,1982
 GÁS DE CIDADE E DE COQUERIA ,0,0,1982
 COQUE DE CARVÃO MINERAL ,0,80.007984,1982
 URÂNIO CONTIDO NO UO2,0,3481.070097,1982
 ELETRICIDADE,0,0,1982
 CARVÃO VEGETAL ,0,0,1982
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1982
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,287.4599,1982
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,98.178612,1982
 ALCATRÃO ,0,0,1982
 ENERGIA SECUNDÁRIA TOTAL ,0,7141.560241674176,1982
 TOTAL  ,76726.14042431512,51118.36581367417,1982
CONTA,PRODUÇÃO,IMPORTAÇÃO,1981
 PETRÓLEO ,10928.310336,43263.189804,1981
 GÁS NATURAL ,2456.69193,0,1981
 CARVÃO VAPOR ,1922.2258020000004,0,1981
 CARVÃO METALÚRGICO ,726.4533024,3154.0978560000003,1981
 URÂNIO U3O8 ,0,0,1981
 ENERGIA HIDRÁULICA ,11245.789999999999,0,1981
 LENHA ,30414.949152000005,0,1981
 PRODUTOS DA CANA ,10196.4073319892,0,1981
 OUTRAS FONTES PRIMÁRIAS ,1094.4317515316527,0,1981
 ENERGIA PRIMÁRIA TOTAL ,68985.25960592086,46417.28766,1981
 ÓLEO DIESEL ,0,782.7782718232045,1981
 ÓLEO COMBUSTIVEL ,0,185.5940365048544,1981
 GASOLINA ,0,69.14386654708518,1981
 GLP ,0,142.61071145038164,1981
 NAFTA ,0,0,1981
 QUEROSENE ,0,0,1981
 GÁS DE CIDADE E DE COQUERIA ,0,0,1981
 COQUE DE CARVÃO MINERAL ,0,191.053548,1981
 URÂNIO CONTIDO NO UO2,0,0,1981
 ELETRICIDADE,0,0,1981
 CARVÃO VEGETAL ,0,0,1981
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1981
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,60.889326000000004,1981
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,97.95239400000001,1981
 ALCATRÃO ,0,0,1981
 ENERGIA SECUNDÁRIA TOTAL ,0,1530.0221543255257,1981
 TOTAL  ,76726.14042431512,51118.36581367417,1981
CONTA,PRODUÇÃO,IMPORTAÇÃO,1980
 PETRÓLEO ,9255.90308,44311.25576,1980
 GÁS NATURAL ,2188.689174,0,1980
 CARVÃO VAPOR ,1492.542744,0,1980
 CARVÃO METALÚRGICO ,991.4932439999999,3339.7635600000003,1980
 URÂNIO U3O8 ,0,0,1980
 ENERGIA HIDRÁULICA ,11086.001999999999,0,1980
 LENHA ,31083.351684000005,0,1980
 PRODUTOS DA CANA ,9300.955766944799,0,1980
 OUTRAS FONTES PRIMÁRIAS ,1009.9931070482594,0,1980
 ENERGIA PRIMÁRIA TOTAL ,66408.93079999306,47651.01932,1980
 ÓLEO DIESEL ,0,581.03244,1980
 ÓLEO COMBUSTIVEL ,0,1133.4492943689322,1980
 GASOLINA ,0,79.66575928251119,1980
 GLP ,0,144.45919999999998,1980
 NAFTA ,0,0.711645,1980
 QUEROSENE ,0,0,1980
 GÁS DE CIDADE E DE COQUERIA ,0,0,1980
 COQUE DE CARVÃO MINERAL ,0,363.484548,1980
 URÂNIO CONTIDO NO UO2,0,0,1980
 ELETRICIDADE,0,0,1980
 CARVÃO VEGETAL ,0,0,1980
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1980
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,122.6876,1980
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,236.6118,1980
 ALCATRÃO ,0,0,1980
 ENERGIA SECUNDÁRIA TOTAL ,0,2662.1022866514436,1980
 TOTAL  ,66408.93079999306,50313.121606651446,1980
CONTA,PRODUÇÃO,IMPORTAÇÃO,1979
 PETRÓLEO ,8418.99838,51000.35898,1979
 GÁS NATURAL ,1884.9527172,0,1979
 CARVÃO VAPOR ,1403.88822,0,1979
 CARVÃO METALÚRGICO ,922.8267215999999,3145.961112,1979
 URÂNIO U3O8 ,0,0,1979
 ENERGIA HIDRÁULICA ,10025.88,0,1979
 LENHA ,30374.665272000006,0,1979
 PRODUTOS DA CANA ,8254.129918843199,0,1979
 OUTRAS FONTES PRIMÁRIAS ,821.7508108853142,0,1979
 ENERGIA PRIMÁRIA TOTAL ,62107.09204052852,54146.320091999994,1979
 ÓLEO DIESEL ,0,140.6007809174312,1979
 ÓLEO COMBUSTIVEL ,0,227.42887456310683,1979
 GASOLINA ,0,126.26271282511208,1979
 GLP ,0,84.77370151260506,1979
 NAFTA ,0,1.4302439999999998,1979
 QUEROSENE ,0,0,1979
 GÁS DE CIDADE E DE COQUERIA ,0,0,1979
 COQUE DE CARVÃO MINERAL ,0,226.229472,1979
 URÂNIO CONTIDO NO UO2,0,0,1979
 ELETRICIDADE,0,6.794,1979
 CARVÃO VEGETAL ,0,0,1979
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1979
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,134.95636,1979
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,280.4288,1979
 ALCATRÃO ,0,0,1979
 ENERGIA SECUNDÁRIA TOTAL ,0,1228.9049458182553,1979
 TOTAL  ,62107.09204052852,55375.22503781825,1979
CONTA,PRODUÇÃO,IMPORTAÇÃO,1978
 PETRÓLEO ,8154.3437,45810.6735,1978
 GÁS NATURAL ,1918.7012124,0,1978
 CARVÃO VAPOR ,1250.0947620000002,0,1978
 CARVÃO METALÚRGICO ,845.1757944,2623.7300880000003,1978
 URÂNIO U3O8 ,0,0,1978
 ENERGIA HIDRÁULICA ,8836.155999999999,0,1978
 LENHA ,29794.267524000003,0,1978
 PRODUTOS DA CANA ,7321.936605379199,0,1978
 OUTRAS FONTES PRIMÁRIAS ,560.6064952035214,0,1978
 ENERGIA PRIMÁRIA TOTAL ,58681.282093382724,48434.403588,1978
 ÓLEO DIESEL ,0,73.72967779816514,1978
 ÓLEO COMBUSTIVEL ,0,165.4028178640777,1978
 GASOLINA ,0,72.9016853811659,1978
 GLP ,0,71.25905344537817,1978
 NAFTA ,0,0,1978
 QUEROSENE ,0,4.912488,1978
 GÁS DE CIDADE E DE COQUERIA ,0,0,1978
 COQUE DE CARVÃO MINERAL ,0,331.06752,1978
 URÂNIO CONTIDO NO UO2,0,0,1978
 ELETRICIDADE,0,4.816,1978
 CARVÃO VEGETAL ,0,0,1978
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1978
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,120.05858,1978
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,332.13286,1978
 ALCATRÃO ,0,0,1978
 ENERGIA SECUNDÁRIA TOTAL ,0,1176.280682488787,1978
 TOTAL  ,58681.282093382724,49610.68427048879,1978
CONTA,PRODUÇÃO,IMPORTAÇÃO,1977
 PETRÓLEO ,8177.12854,41477.1722,1977
 GÁS NATURAL ,1794.6258624,0,1977
 CARVÃO VAPOR ,1095.456642,0,1977
 CARVÃO METALÚRGICO ,769.4500968,2828.628096,1977
 URÂNIO U3O8 ,0,0,1977
 ENERGIA HIDRÁULICA ,8039.28,0,1977
 LENHA ,30822.126216000004,0,1977
 PRODUTOS DA CANA ,6538.734809459999,0,1977
 OUTRAS FONTES PRIMÁRIAS ,470.4141844833934,0,1977
 ENERGIA PRIMÁRIA TOTAL ,57707.2163511434,44305.800296,1977
 ÓLEO DIESEL ,0,65.15645944954129,1977
 ÓLEO COMBUSTIVEL ,0,536.6193693203884,1977
 GASOLINA ,0,73.65324914798205,1977
 GLP ,0,191.04797949579836,1977
 NAFTA ,0,0,1977
 QUEROSENE ,0,0,1977
 GÁS DE CIDADE E DE COQUERIA ,0,0,1977
 COQUE DE CARVÃO MINERAL ,0,101.389428,1977
 URÂNIO CONTIDO NO UO2,0,0,1977
 ELETRICIDADE,0,1.634,1977
 CARVÃO VEGETAL ,0,0,1977
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1977
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,1977
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,306.719,1977
 ALCATRÃO ,0,0,1977
 ENERGIA SECUNDÁRIA TOTAL ,0,1276.2194854137101,1977
 TOTAL  ,57707.2163511434,45582.019781413714,1977
CONTA,PRODUÇÃO,IMPORTAÇÃO,1976
 PETRÓLEO ,8472.591666,41767.379324,1976
 GÁS NATURAL ,1629.8537976,0,1976
 CARVÃO VAPOR ,951.0844140000002,0,1976
 CARVÃO METALÚRGICO ,643.0266863999999,2192.482656,1976
 URÂNIO U3O8 ,0,0,1976
 ENERGIA HIDRÁULICA ,7130.517999999999,0,1976
 LENHA ,31881.902136000004,0,1976
 PRODUTOS DA CANA ,4748.0129978148,0,1976
 OUTRAS FONTES PRIMÁRIAS ,411.66289872396965,0,1976
 ENERGIA PRIMÁRIA TOTAL ,55868.65259653878,43959.86198,1976
 ÓLEO DIESEL ,0,153.46060844036697,1976
 ÓLEO COMBUSTIVEL ,0,765.9278213592235,1976
 GASOLINA ,0,83.42357811659191,1976
 GLP ,0,152.34694184873953,1976
 NAFTA ,0,0,1976
 QUEROSENE ,0,0,1976
 GÁS DE CIDADE E DE COQUERIA ,0,0,1976
 COQUE DE CARVÃO MINERAL ,0,84.836052,1976
 URÂNIO CONTIDO NO UO2,0,0,1976
 ELETRICIDADE,0,6.364,1976
 CARVÃO VEGETAL ,0,0,1976
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1976
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,1976
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,378.13153900000003,1976
 ALCATRÃO ,0,0,1976
 ENERGIA SECUNDÁRIA TOTAL ,0,1624.4905407649217,1976
 TOTAL  ,55868.65259653878,45584.35252076492,1976
CONTA,PRODUÇÃO,IMPORTAÇÃO,1975
 PETRÓLEO ,8727.47006,36528.48022,1975
 GÁS NATURAL ,1612.97955,0,1975
 CARVÃO VAPOR ,743.1126360000001,0,1975
 CARVÃO METALÚRGICO ,557.6748408,2065.993272,1975
 URÂNIO U3O8 ,0,0,1975
 ENERGIA HIDRÁULICA ,6216.682,0,1975
 LENHA ,33153.943116,0,1975
 PRODUTOS DA CANA ,4179.507049191599,0,1975
 OUTRAS FONTES PRIMÁRIAS ,362.6353132833934,0,1975
 ENERGIA PRIMÁRIA TOTAL ,55554.004565275,38594.473492,1975
 ÓLEO DIESEL ,0,85.73218348623854,1975
 ÓLEO COMBUSTIVEL ,0,23.01160194174757,1975
 GASOLINA ,0,66.13761147982062,1975
 GLP ,0,33.78662016806724,1975
 NAFTA ,0,0,1975
 QUEROSENE ,0,0,1975
 GÁS DE CIDADE E DE COQUERIA ,0,0,1975
 COQUE DE CARVÃO MINERAL ,0,120.011976,1975
 URÂNIO CONTIDO NO UO2,0,0,1975
 ELETRICIDADE,0,6.794,1975
 CARVÃO VEGETAL ,0,0,1975
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1975
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,1975
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,312.85338,1975
 ALCATRÃO ,0,0,1975
 ENERGIA SECUNDÁRIA TOTAL ,0,648.327373075874,1975
 TOTAL  ,55554.004565275,39242.80086507587,1975
CONTA,PRODUÇÃO,IMPORTAÇÃO,1974
 PETRÓLEO ,8969.467275,35077.194945,1974
 GÁS NATURAL ,1476.9929664000001,0,1974
 CARVÃO VAPOR ,830.3327340000001,0,1974
 CARVÃO METALÚRGICO ,729.6620184,1290.78348,1974
 URÂNIO U3O8 ,0,0,1974
 ENERGIA HIDRÁULICA ,5648.393999999999,0,1974
 LENHA ,32598.645324000005,0,1974
 PRODUTOS DA CANA ,4618.6452806088,0,1974
 OUTRAS FONTES PRIMÁRIAS ,348.9120067236495,0,1974
 ENERGIA PRIMÁRIA TOTAL ,55221.05160513245,36367.978425,1974
 ÓLEO DIESEL ,0,60.01252844036697,1974
 ÓLEO COMBUSTIVEL ,0,69.03480582524271,1974
 GASOLINA ,0,618.6304594497635,1974
 GLP ,0,243.2636652100841,1974
 NAFTA ,0,0,1974
 QUEROSENE ,0,0,1974
 GÁS DE CIDADE E DE COQUERIA ,0,0,1974
 COQUE DE CARVÃO MINERAL ,0,142.772868,1974
 URÂNIO CONTIDO NO UO2,0,0,1974
 ELETRICIDADE,0,5.2459999999999996,1974
 CARVÃO VEGETAL ,0,0,1974
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1974
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,1974
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,528.845715,1974
 ALCATRÃO ,0,0,1974
 ENERGIA SECUNDÁRIA TOTAL ,0,1667.8060419254575,1974
 TOTAL  ,55221.05160513245,38035.784466925455,1974
CONTA,PRODUÇÃO,IMPORTAÇÃO,1973
 PETRÓLEO ,8453.46096,35000.2044,1973
 GÁS NATURAL ,1171.271304,0,1973
 CARVÃO VAPOR ,599.7350100000001,0,1973
 CARVÃO METALÚRGICO ,529.43814,1316.6731200000002,1973
 URÂNIO U3O8 ,0,0,1973
 ENERGIA HIDRÁULICA ,4978.54,0,1973
 LENHA ,31897.395936000004,0,1973
 PRODUTOS DA CANA ,4644.4073626524,0,1973
 OUTRAS FONTES PRIMÁRIAS ,310.6037352035214,0,1973
 ENERGIA PRIMÁRIA TOTAL ,52584.85244785593,36316.87752,1973
 ÓLEO DIESEL ,0,214.33045871559634,1973
 ÓLEO COMBUSTIVEL ,0,338.7307805825243,1973
 GASOLINA ,0,319.78809830081195,1973
 GLP ,0,182.44774890756307,1973
 NAFTA ,0,0,1973
 QUEROSENE ,0,45.84988799999999,1973
 GÁS DE CIDADE E DE COQUERIA ,0,0,1973
 COQUE DE CARVÃO MINERAL ,0,95.871636,1973
 URÂNIO CONTIDO NO UO2,0,0,1973
 ELETRICIDADE,0,0.7739999999999999,1973
 CARVÃO VEGETAL ,0,0,1973
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1973
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,1973
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,470.778,1973
 ALCATRÃO ,0,0,1973
 ENERGIA SECUNDÁRIA TOTAL ,0,1668.5706105064955,1973
 TOTAL  ,52584.85244785593,37985.4481305065,1973
CONTA,PRODUÇÃO,IMPORTAÇÃO,1972
 PETRÓLEO ,8313.08352,25706.190720000002,1972
 GÁS NATURAL ,1231.8200748,0,1972
 CARVÃO VAPOR ,656.9271239999999,0,1972
 CARVÃO METALÚRGICO ,537.1390584,1373.630328,1972
 URÂNIO U3O8 ,0,0,1972
 ENERGIA HIDRÁULICA ,4358.566,0,1972
 LENHA ,32143.127604000005,0,1972
 PRODUTOS DA CANA ,4298.3865033816,0,1972
 OUTRAS FONTES PRIMÁRIAS ,301.45380048403365,0,1972
 ENERGIA PRIMÁRIA TOTAL ,51840.50368506564,27079.821048,1972
 ÓLEO DIESEL ,0,0,1972
 ÓLEO COMBUSTIVEL ,0,80.08037475728155,1972
 GASOLINA ,0,135.51582419585503,1972
 GLP ,0,458.2694299159665,1972
 NAFTA ,0,0,1972
 QUEROSENE ,0,24.56244,1972
 GÁS DE CIDADE E DE COQUERIA ,0,0,1972
 COQUE DE CARVÃO MINERAL ,0,126.909216,1972
 URÂNIO CONTIDO NO UO2,0,0,1972
 ELETRICIDADE,0,0,1972
 CARVÃO VEGETAL ,0,0,1972
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1972
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,1972
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,470.778,1972
 ALCATRÃO ,0,0,1972
 ENERGIA SECUNDÁRIA TOTAL ,0,1296.115284869103,1972
